transaction_id,product_category,product_name,brand,payment_method,customer_type,store_location,quantity,unit_price,total_sales,purchase_date,restock_date
464,pet supplies,GigaMaster 100,Thunderbolt,PayPal,premium,789 Oak Lane,95,314,29830,11/7/2025,8/26/2025
465,outdoor gear,UltimaTech 5000,Evergreen,Venmo,premium,456 Elm Avenue,85,302,25670,12/15/2025,6/27/2025
466,beauty products,UltraForce 2000,Thunderbolt,PayPal,premium,456 Elm Avenue,65,231,15015,1/19/2026,9/24/2025
467,toys,MegaGizmo X10,Silverstone,credit card,premium,123 Main Street,55,215,11825,1/30/2026,12/5/2025
468,outdoor gear,TechBlaster 1000,Acme,credit card,basic,456 Elm Avenue,9,429,3861,6/8/2025,11/5/2025
469,home decor,MegaTech Pro,Silverstone,PayPal,premium,123 Main Street,38,491,18658,8/15/2025,12/1/2025
470,beauty products,MegaTech Pro,Acme,credit card,VIP,123 Main Street,78,27,2106,1/1/2026,10/28/2025
471,toys,TechBlaster 1000,Silverstone,credit card,basic,456 Elm Avenue,98,360,35280,9/24/2025,2/2/2026
472,electronics,MegaTech Pro,Evergreen,Venmo,VIP,456 Elm Avenue,86,46,3956,4/25/2026,12/24/2025
473,sports equipment,UltimaTech 5000,Evergreen,credit card,premium,456 Elm Avenue,59,293,17287,12/14/2025,11/29/2025
474,sports equipment,SuperNova X,Evergreen,credit card,VIP,789 Oak Lane,76,115,8740,12/22/2025,11/4/2025
475,beauty products,TechNova Pro,Starlight,PayPal,basic,123 Main Street,13,373,4849,10/29/2025,3/2/2026
476,toys,UltimateGizmo 3000,Acme,PayPal,basic,123 Main Street,59,360,21240,3/28/2026,7/11/2025
477,electronics,MegaTech Pro,Starlight,PayPal,premium,123 Main Street,54,341,18414,7/11/2025,8/26/2025
478,pet supplies,GigaMax Pro,Starlight,PayPal,VIP,789 Oak Lane,36,316,11376,1/14/2026,3/16/2026
479,sports equipment,PowerTech 200,Evergreen,credit card,VIP,456 Elm Avenue,76,207,15732,1/30/2026,9/28/2025
480,clothing,GigaMaster 100,Acme,Venmo,premium,123 Main Street,16,23,368,8/18/2025,6/22/2025
481,pet supplies,GigaForce 9000,Acme,Venmo,VIP,789 Oak Lane,19,279,5301,1/9/2026,3/10/2026
482,home decor,UltimateGizmo 3000,Evergreen,PayPal,VIP,456 Elm Avenue,79,119,9401,10/14/2025,8/12/2025
483,toys,GigaMaster 100,Evergreen,Venmo,basic,123 Main Street,54,135,7290,10/15/2025,10/18/2025
484,outdoor gear,PowerGadget 500,Starlight,PayPal,VIP,123 Main Street,16,15,240,5/6/2026,12/19/2025
485,office supplies,PowerTech 200,Evergreen,PayPal,basic,123 Main Street,26,457,11882,4/17/2026,4/8/2026
486,electronics,GigaForce 9000,Evergreen,Venmo,premium,789 Oak Lane,52,321,16692,11/17/2025,7/22/2025
487,pet supplies,GigaForce 9000,Silverstone,credit card,basic,456 Elm Avenue,61,12,732,10/9/2025,7/13/2025
488,outdoor gear,GigaMaster 100,Starlight,PayPal,VIP,123 Main Street,29,220,6380,9/16/2025,10/29/2025
489,beauty products,PowerGadget 500,Silverstone,credit card,premium,456 Elm Avenue,20,233,4660,8/27/2025,4/25/2026
490,toys,SuperSpeed X,Thunderbolt,PayPal,basic,789 Oak Lane,15,77,1155,5/11/2026,3/4/2026
491,kitchen appliances,MegaTech Pro,Evergreen,Venmo,VIP,789 Oak Lane,6,98,588,6/4/2025,6/12/2025
492,beauty products,SuperTech Pro 2000,Evergreen,PayPal,basic,456 Elm Avenue,44,7,308,10/5/2025,5/4/2026
493,outdoor gear,MegaGizmo X10,Silverstone,credit card,basic,456 Elm Avenue,45,466,20970,9/7/2025,12/20/2025
494,home decor,TechNova Pro,Silverstone,credit card,basic,123 Main Street,82,155,12710,6/12/2025,2/25/2026
495,electronics,UltimateGizmo 3000,Silverstone,PayPal,VIP,456 Elm Avenue,29,298,8642,9/20/2025,3/8/2026
496,outdoor gear,UltimaTech 5000,Silverstone,Venmo,premium,123 Main Street,69,5,345,9/4/2025,11/12/2025
497,office supplies,HyperDrive 500,Evergreen,credit card,premium,123 Main Street,48,342,16416,2/7/2026,3/8/2026
498,home decor,TechBlaster 1000,Acme,Venmo,basic,456 Elm Avenue,60,129,7740,10/23/2025,11/21/2025
499,office supplies,SuperSpeed X,Silverstone,Venmo,basic,123 Main Street,32,332,10624,4/16/2026,3/25/2026
500,pet supplies,PowerTech 200,Thunderbolt,Venmo,basic,123 Main Street,98,300,29400,6/22/2025,3/26/2026
501,home decor,UltimateGizmo 3000,Thunderbolt,credit card,basic,789 Oak Lane,15,367,5505,9/28/2025,6/9/2025
502,home decor,PowerTech 200,Acme,PayPal,VIP,123 Main Street,24,330,7920,5/6/2026,5/12/2026
503,office supplies,PowerTech 200,Starlight,Venmo,premium,456 Elm Avenue,57,210,11970,3/17/2026,6/4/2025
504,home decor,GigaForce 9000,Silverstone,credit card,basic,789 Oak Lane,23,263,6049,3/26/2026,6/3/2025
505,office supplies,GigaMaster 100,Starlight,PayPal,VIP,123 Main Street,59,77,4543,5/18/2025,3/17/2026
506,outdoor gear,MegaTech Pro,Acme,credit card,VIP,789 Oak Lane,52,397,20644,1/24/2026,9/10/2025
507,kitchen appliances,SuperSpeed X,Thunderbolt,Venmo,VIP,789 Oak Lane,97,383,37151,11/14/2025,11/15/2025
508,electronics,MegaTech Pro,Acme,credit card,basic,123 Main Street,72,335,24120,8/19/2025,3/8/2026
509,beauty products,GigaMaster 100,Thunderbolt,PayPal,VIP,456 Elm Avenue,53,259,13727,3/3/2026,1/4/2026
510,outdoor gear,SuperNova X,Evergreen,credit card,VIP,789 Oak Lane,17,310,5270,7/2/2025,4/28/2026
511,kitchen appliances,PowerTech 200,Thunderbolt,PayPal,premium,789 Oak Lane,45,189,8505,3/13/2026,12/14/2025
512,sports equipment,PowerMax Pro,Starlight,PayPal,VIP,456 Elm Avenue,79,246,19434,5/31/2025,10/14/2025
513,office supplies,SuperNova X,Acme,PayPal,basic,123 Main Street,15,356,5340,12/1/2025,5/1/2026
514,sports equipment,TechBlaster 1000,Evergreen,PayPal,basic,789 Oak Lane,41,344,14104,9/21/2025,3/12/2026
515,toys,SuperSpeed X,Starlight,Venmo,VIP,789 Oak Lane,67,285,19095,10/10/2025,3/5/2026
516,clothing,PowerTech 200,Evergreen,credit card,VIP,123 Main Street,78,195,15210,2/4/2026,1/14/2026
517,electronics,TechBlaster 1000,Silverstone,credit card,VIP,456 Elm Avenue,87,356,30972,8/16/2025,6/4/2025
518,beauty products,UltimaTech 5000,Starlight,credit card,premium,123 Main Street,88,91,8008,2/1/2026,7/31/2025
519,toys,UltimaTech 5000,Acme,Venmo,VIP,123 Main Street,72,496,35712,5/7/2026,10/15/2025
520,beauty products,GigaMaster 100,Evergreen,PayPal,premium,123 Main Street,63,5,315,12/2/2025,1/4/2026
521,clothing,GigaMax Pro,Starlight,Venmo,basic,456 Elm Avenue,69,497,34293,7/29/2025,3/29/2026
522,electronics,MegaDrive X10,Evergreen,PayPal,premium,789 Oak Lane,30,426,12780,1/30/2026,11/4/2025
523,pet supplies,SuperNova X,Acme,credit card,basic,123 Main Street,42,378,15876,2/5/2026,5/12/2026
524,beauty products,MegaTech Pro,Evergreen,credit card,premium,123 Main Street,5,282,1410,6/30/2025,2/3/2026
525,toys,TechBlaster 1000,Thunderbolt,PayPal,VIP,123 Main Street,19,475,9025,4/24/2026,3/3/2026
526,electronics,MegaDrive X10,Evergreen,credit card,premium,789 Oak Lane,49,280,13720,9/26/2025,12/21/2025
527,sports equipment,TechMaster 3000,Thunderbolt,PayPal,basic,456 Elm Avenue,14,415,5810,4/13/2026,10/12/2025
528,office supplies,SuperNova X,Starlight,credit card,basic,123 Main Street,67,298,19966,4/3/2026,6/4/2025
529,beauty products,UltraGadget X,Acme,Venmo,basic,456 Elm Avenue,95,149,14155,10/17/2025,8/12/2025
530,pet supplies,TechMaster 3000,Silverstone,PayPal,VIP,123 Main Street,34,126,4284,1/12/2026,8/27/2025
531,sports equipment,UltraGadget X,Thunderbolt,PayPal,basic,123 Main Street,4,7,28,7/4/2025,6/9/2025
532,sports equipment,UltimaTech 5000,Starlight,PayPal,VIP,456 Elm Avenue,49,25,1225,6/11/2025,9/2/2025
533,toys,PowerTech 200,Starlight,PayPal,VIP,789 Oak Lane,9,188,1692,12/31/2025,10/31/2025
534,kitchen appliances,SuperSpeed X,Silverstone,credit card,basic,123 Main Street,81,273,22113,6/6/2025,11/25/2025
535,kitchen appliances,GigaMaster 100,Silverstone,Venmo,basic,789 Oak Lane,72,264,19008,3/25/2026,8/28/2025
536,beauty products,UltimaTech 5000,Thunderbolt,Venmo,basic,789 Oak Lane,12,489,5868,2/25/2026,8/21/2025
537,home decor,TechNova Pro,Silverstone,Venmo,basic,456 Elm Avenue,57,109,6213,7/12/2025,8/9/2025
538,kitchen appliances,TechNova Pro,Acme,Venmo,premium,789 Oak Lane,39,289,11271,2/1/2026,6/7/2025
539,sports equipment,SuperNova X,Thunderbolt,credit card,basic,789 Oak Lane,17,300,5100,4/27/2026,12/13/2025
540,toys,TechMaster 3000,Acme,credit card,VIP,789 Oak Lane,54,49,2646,12/9/2025,7/1/2025
541,beauty products,MegaGizmo X10,Evergreen,PayPal,premium,456 Elm Avenue,8,366,2928,5/18/2025,1/18/2026
542,beauty products,UltraGadget X,Starlight,credit card,VIP,123 Main Street,10,68,680,9/19/2025,7/26/2025
543,home decor,SuperTech Pro 2000,Starlight,PayPal,VIP,789 Oak Lane,76,434,32984,8/2/2025,8/19/2025
544,outdoor gear,PowerGadget 500,Evergreen,Venmo,VIP,789 Oak Lane,74,194,14356,2/3/2026,7/29/2025
545,clothing,UltimaTech 5000,Acme,PayPal,VIP,456 Elm Avenue,9,497,4473,11/29/2025,9/25/2025
546,outdoor gear,MegaDrive X10,Acme,credit card,premium,123 Main Street,99,284,28116,9/28/2025,9/23/2025
547,beauty products,GigaForce 9000,Acme,Venmo,VIP,456 Elm Avenue,63,155,9765,5/29/2025,9/9/2025
548,office supplies,SuperNova X,Thunderbolt,Venmo,VIP,123 Main Street,74,199,14726,11/21/2025,11/5/2025
549,beauty products,SuperTech Pro 2000,Silverstone,PayPal,basic,789 Oak Lane,92,480,44160,9/1/2025,9/7/2025
550,home decor,TechBlaster 1000,Evergreen,credit card,basic,456 Elm Avenue,47,151,7097,8/15/2025,4/11/2026
551,electronics,GigaMaster 100,Thunderbolt,PayPal,basic,789 Oak Lane,57,463,26391,3/8/2026,9/6/2025
552,kitchen appliances,PowerGadget 500,Silverstone,Venmo,basic,789 Oak Lane,40,405,16200,9/21/2025,3/24/2026
553,home decor,SuperTech Pro 2000,Evergreen,PayPal,basic,789 Oak Lane,88,116,10208,1/1/2026,3/7/2026
554,electronics,PowerTech 200,Starlight,Venmo,VIP,456 Elm Avenue,54,254,13716,4/12/2026,10/12/2025
555,outdoor gear,GigaMax Pro,Evergreen,Venmo,basic,456 Elm Avenue,18,490,8820,1/18/2026,9/6/2025
556,kitchen appliances,GigaMax Pro,Thunderbolt,Venmo,VIP,789 Oak Lane,41,120,4920,8/26/2025,8/11/2025
557,home decor,HyperDrive 500,Thunderbolt,Venmo,VIP,123 Main Street,15,17,255,9/7/2025,3/25/2026
558,beauty products,SuperNova X,Starlight,PayPal,premium,456 Elm Avenue,44,412,18128,3/6/2026,10/20/2025
559,electronics,TechBlaster 1000,Evergreen,PayPal,VIP,456 Elm Avenue,35,214,7490,2/2/2026,7/28/2025
560,electronics,GigaMax Pro,Silverstone,credit card,basic,456 Elm Avenue,20,40,800,6/18/2025,11/6/2025
561,pet supplies,UltimateGizmo 3000,Evergreen,PayPal,VIP,789 Oak Lane,51,311,15861,1/18/2026,7/18/2025
562,sports equipment,UltraGadget X,Starlight,Venmo,VIP,123 Main Street,65,380,24700,9/28/2025,10/28/2025
563,beauty products,UltraGadget X,Silverstone,PayPal,VIP,789 Oak Lane,93,57,5301,10/31/2025,7/13/2025
564,home decor,MegaDrive X10,Thunderbolt,Venmo,premium,456 Elm Avenue,26,41,1066,4/24/2026,6/9/2025
565,outdoor gear,MegaTech Pro,Acme,credit card,basic,789 Oak Lane,77,280,21560,3/20/2026,12/3/2025
566,kitchen appliances,MegaDrive X10,Evergreen,Venmo,basic,456 Elm Avenue,67,143,9581,1/13/2026,12/7/2025
567,outdoor gear,UltraForce 2000,Evergreen,PayPal,premium,456 Elm Avenue,60,166,9960,4/27/2026,7/2/2025
568,toys,TechNova Pro,Starlight,credit card,VIP,789 Oak Lane,37,257,9509,11/14/2025,3/30/2026
569,toys,HyperDrive 500,Starlight,PayPal,basic,123 Main Street,10,445,4450,4/13/2026,10/11/2025
570,office supplies,HyperDrive 500,Evergreen,PayPal,premium,789 Oak Lane,57,175,9975,3/31/2026,1/22/2026
571,beauty products,PowerGadget 500,Thunderbolt,credit card,VIP,123 Main Street,66,360,23760,1/17/2026,2/1/2026
572,clothing,UltraGadget X,Acme,Venmo,premium,789 Oak Lane,57,245,13965,11/18/2025,12/14/2025
573,toys,SuperSpeed X,Evergreen,credit card,basic,789 Oak Lane,38,228,8664,10/4/2025,4/8/2026
574,office supplies,PowerMax Pro,Thunderbolt,credit card,VIP,789 Oak Lane,88,136,11968,8/26/2025,8/30/2025
575,office supplies,TechNova Pro,Silverstone,PayPal,premium,123 Main Street,25,80,2000,9/5/2025,5/17/2025
576,beauty products,TechBlaster 1000,Starlight,PayPal,premium,789 Oak Lane,40,127,5080,3/1/2026,5/14/2025
577,sports equipment,MegaGizmo X10,Acme,credit card,premium,789 Oak Lane,35,26,910,11/28/2025,10/6/2025
578,home decor,MegaTech Pro,Evergreen,credit card,VIP,789 Oak Lane,25,166,4150,2/8/2026,4/29/2026
579,toys,TechNova Pro,Starlight,PayPal,premium,789 Oak Lane,84,258,21672,5/28/2025,3/22/2026
580,toys,SuperNova X,Starlight,Venmo,VIP,789 Oak Lane,70,268,18760,3/24/2026,3/29/2026
581,electronics,UltimaTech 5000,Evergreen,PayPal,VIP,123 Main Street,24,325,7800,6/4/2025,9/30/2025
582,office supplies,TechNova Pro,Evergreen,credit card,basic,123 Main Street,81,112,9072,2/12/2026,6/8/2025
583,pet supplies,PowerMax Pro,Acme,Venmo,basic,456 Elm Avenue,63,173,10899,10/17/2025,1/2/2026
584,electronics,PowerMax Pro,Starlight,credit card,basic,456 Elm Avenue,98,362,35476,9/18/2025,8/14/2025
585,electronics,TechNova Pro,Thunderbolt,Venmo,VIP,123 Main Street,76,236,17936,12/1/2025,4/30/2026
586,toys,UltimateGizmo 3000,Starlight,credit card,premium,456 Elm Avenue,87,128,11136,1/9/2026,2/26/2026
587,beauty products,UltimaTech 5000,Starlight,credit card,VIP,456 Elm Avenue,28,44,1232,7/19/2025,9/30/2025
588,electronics,UltraGadget X,Acme,credit card,VIP,789 Oak Lane,80,220,17600,10/1/2025,6/20/2025
589,kitchen appliances,GigaMaster 100,Evergreen,credit card,basic,123 Main Street,38,179,6802,1/18/2026,12/16/2025
590,toys,MegaTech Pro,Starlight,Venmo,VIP,456 Elm Avenue,99,348,34452,9/11/2025,8/26/2025
591,home decor,MegaDrive X10,Silverstone,PayPal,premium,123 Main Street,64,217,13888,6/14/2025,9/3/2025
592,office supplies,GigaMaster 100,Thunderbolt,Venmo,premium,123 Main Street,87,420,36540,10/4/2025,1/29/2026
593,clothing,SuperNova X,Evergreen,PayPal,VIP,123 Main Street,2,219,438,11/10/2025,2/25/2026
594,kitchen appliances,UltimateGizmo 3000,Acme,PayPal,basic,789 Oak Lane,38,180,6840,1/18/2026,5/7/2026
595,electronics,SuperSpeed X,Acme,PayPal,basic,789 Oak Lane,45,425,19125,5/19/2025,6/26/2025
596,outdoor gear,SuperNova X,Silverstone,PayPal,premium,789 Oak Lane,95,330,31350,2/27/2026,5/6/2026
597,outdoor gear,PowerMax Pro,Starlight,PayPal,premium,456 Elm Avenue,43,243,10449,5/17/2025,1/20/2026
598,pet supplies,GigaMax Pro,Acme,Venmo,VIP,456 Elm Avenue,62,465,28830,4/25/2026,11/25/2025
599,sports equipment,HyperDrive 500,Silverstone,Venmo,basic,456 Elm Avenue,58,376,21808,12/6/2025,5/15/2025
600,beauty products,GigaForce 9000,Starlight,credit card,VIP,456 Elm Avenue,8,197,1576,5/31/2025,6/21/2025
601,outdoor gear,PowerMax Pro,Thunderbolt,credit card,VIP,789 Oak Lane,94,137,12878,11/8/2025,4/17/2026
602,office supplies,PowerGadget 500,Thunderbolt,Venmo,VIP,456 Elm Avenue,37,229,8473,7/14/2025,12/15/2025
603,electronics,SuperTech Pro 2000,Thunderbolt,credit card,premium,789 Oak Lane,95,66,6270,8/29/2025,8/10/2025
604,toys,GigaForce 9000,Acme,Venmo,basic,789 Oak Lane,72,364,26208,5/13/2026,5/11/2026
605,office supplies,TechNova Pro,Starlight,credit card,basic,123 Main Street,92,433,39836,9/21/2025,8/5/2025
606,electronics,TechBlaster 1000,Thunderbolt,credit card,premium,456 Elm Avenue,62,45,2790,12/14/2025,11/16/2025
607,electronics,PowerTech 200,Acme,Venmo,premium,789 Oak Lane,6,226,1356,11/16/2025,5/13/2026
608,office supplies,GigaForce 9000,Starlight,credit card,VIP,789 Oak Lane,63,164,10332,7/27/2025,10/9/2025
609,outdoor gear,UltraGadget X,Starlight,Venmo,VIP,789 Oak Lane,11,152,1672,8/10/2025,7/27/2025
610,kitchen appliances,MegaGizmo X10,Thunderbolt,credit card,basic,123 Main Street,35,184,6440,10/17/2025,7/8/2025
611,sports equipment,PowerGadget 500,Evergreen,PayPal,VIP,123 Main Street,2,9,18,10/15/2025,10/28/2025
612,toys,MegaGizmo X10,Acme,PayPal,basic,123 Main Street,44,25,1100,10/19/2025,6/2/2025
613,clothing,TechNova Pro,Silverstone,PayPal,premium,456 Elm Avenue,29,133,3857,5/9/2026,7/9/2025
614,sports equipment,MegaTech Pro,Thunderbolt,credit card,premium,789 Oak Lane,65,306,19890,1/23/2026,3/22/2026
615,pet supplies,MegaDrive X10,Evergreen,Venmo,VIP,456 Elm Avenue,40,254,10160,6/25/2025,1/16/2026
616,sports equipment,SuperTech Pro 2000,Acme,PayPal,basic,123 Main Street,48,152,7296,10/1/2025,1/12/2026
617,kitchen appliances,TechNova Pro,Starlight,credit card,premium,789 Oak Lane,11,239,2629,2/13/2026,7/6/2025
618,outdoor gear,UltimaTech 5000,Evergreen,credit card,basic,456 Elm Avenue,3,380,1140,7/9/2025,8/11/2025
619,beauty products,GigaMax Pro,Thunderbolt,credit card,basic,789 Oak Lane,42,116,4872,9/7/2025,4/11/2026
620,clothing,TechMaster 3000,Evergreen,PayPal,VIP,789 Oak Lane,99,298,29502,7/30/2025,7/27/2025
621,toys,PowerMax Pro,Thunderbolt,credit card,premium,456 Elm Avenue,47,196,9212,2/16/2026,2/23/2026
622,beauty products,UltraForce 2000,Acme,PayPal,VIP,789 Oak Lane,80,27,2160,7/31/2025,1/23/2026
623,office supplies,UltraForce 2000,Acme,credit card,basic,456 Elm Avenue,26,259,6734,2/9/2026,10/12/2025
624,electronics,PowerTech 200,Evergreen,Venmo,basic,456 Elm Avenue,80,274,21920,3/19/2026,5/14/2025
625,electronics,UltraForce 2000,Thunderbolt,Venmo,basic,789 Oak Lane,43,204,8772,1/18/2026,12/26/2025
626,clothing,MegaDrive X10,Silverstone,Venmo,basic,789 Oak Lane,47,132,6204,4/10/2026,10/29/2025
627,electronics,GigaForce 9000,Evergreen,PayPal,premium,456 Elm Avenue,17,100,1700,3/15/2026,1/30/2026
628,electronics,GigaMax Pro,Thunderbolt,PayPal,basic,456 Elm Avenue,62,179,11098,1/10/2026,2/4/2026
629,pet supplies,TechNova Pro,Acme,credit card,VIP,123 Main Street,99,336,33264,3/17/2026,3/3/2026
630,sports equipment,GigaMaster 100,Silverstone,credit card,premium,456 Elm Avenue,14,411,5754,11/7/2025,3/2/2026
631,clothing,MegaGizmo X10,Thunderbolt,credit card,basic,456 Elm Avenue,32,241,7712,3/4/2026,7/4/2025
632,clothing,PowerMax Pro,Acme,PayPal,basic,789 Oak Lane,46,109,5014,12/5/2025,9/19/2025
633,sports equipment,SuperNova X,Evergreen,PayPal,premium,123 Main Street,92,336,30912,10/20/2025,1/28/2026
634,electronics,GigaMax Pro,Starlight,PayPal,premium,789 Oak Lane,15,449,6735,6/21/2025,12/15/2025
635,beauty products,UltimaTech 5000,Evergreen,PayPal,premium,456 Elm Avenue,48,316,15168,6/14/2025,1/12/2026
636,sports equipment,PowerTech 200,Silverstone,credit card,basic,789 Oak Lane,91,256,23296,10/26/2025,10/21/2025
637,toys,TechMaster 3000,Starlight,PayPal,premium,123 Main Street,34,48,1632,9/2/2025,7/17/2025
638,kitchen appliances,TechMaster 3000,Thunderbolt,Venmo,basic,123 Main Street,2,48,96,3/18/2026,11/30/2025
639,beauty products,UltimaTech 5000,Evergreen,credit card,basic,123 Main Street,38,269,10222,3/16/2026,3/23/2026
640,kitchen appliances,SuperSpeed X,Evergreen,credit card,VIP,123 Main Street,6,78,468,4/28/2026,12/29/2025
641,toys,HyperDrive 500,Acme,credit card,premium,789 Oak Lane,87,249,21663,4/19/2026,7/17/2025
642,sports equipment,UltraGadget X,Starlight,PayPal,premium,789 Oak Lane,26,257,6682,1/1/2026,7/20/2025
643,outdoor gear,TechMaster 3000,Acme,PayPal,basic,789 Oak Lane,56,186,10416,7/25/2025,3/15/2026
644,pet supplies,GigaForce 9000,Thunderbolt,PayPal,basic,789 Oak Lane,4,296,1184,9/11/2025,11/20/2025
645,outdoor gear,GigaForce 9000,Silverstone,PayPal,premium,789 Oak Lane,29,473,13717,12/25/2025,11/15/2025
646,toys,GigaMaster 100,Starlight,Venmo,premium,456 Elm Avenue,70,172,12040,12/24/2025,11/28/2025
647,kitchen appliances,GigaForce 9000,Thunderbolt,Venmo,VIP,123 Main Street,27,382,10314,11/16/2025,9/26/2025
648,outdoor gear,SuperSpeed X,Thunderbolt,PayPal,basic,123 Main Street,31,293,9083,5/25/2025,11/8/2025
649,kitchen appliances,SuperTech Pro 2000,Thunderbolt,Venmo,basic,123 Main Street,50,357,17850,2/12/2026,11/6/2025
650,electronics,UltraGadget X,Silverstone,PayPal,premium,456 Elm Avenue,40,272,10880,11/11/2025,10/4/2025
651,electronics,SuperNova X,Evergreen,PayPal,basic,456 Elm Avenue,71,361,25631,11/30/2025,3/28/2026
652,office supplies,PowerGadget 500,Starlight,credit card,VIP,456 Elm Avenue,15,70,1050,12/2/2025,7/24/2025
653,electronics,PowerMax Pro,Starlight,credit card,premium,789 Oak Lane,74,168,12432,12/15/2025,7/11/2025
654,outdoor gear,GigaForce 9000,Acme,PayPal,basic,456 Elm Avenue,83,110,9130,12/15/2025,4/8/2026
655,toys,SuperTech Pro 2000,Evergreen,Venmo,basic,789 Oak Lane,83,32,2656,4/25/2026,8/8/2025
656,toys,GigaForce 9000,Silverstone,PayPal,basic,456 Elm Avenue,60,141,8460,7/13/2025,12/24/2025
657,home decor,SuperTech Pro 2000,Evergreen,credit card,basic,789 Oak Lane,68,496,33728,2/9/2026,12/28/2025
658,beauty products,MegaDrive X10,Acme,Venmo,basic,456 Elm Avenue,12,387,4644,11/26/2025,11/10/2025
659,clothing,PowerMax Pro,Starlight,credit card,premium,123 Main Street,31,80,2480,5/8/2026,11/5/2025
660,kitchen appliances,GigaMax Pro,Starlight,Venmo,basic,789 Oak Lane,82,265,21730,8/21/2025,8/30/2025
661,sports equipment,SuperSpeed X,Thunderbolt,Venmo,basic,123 Main Street,29,205,5945,5/14/2025,7/12/2025
662,beauty products,MegaGizmo X10,Thunderbolt,PayPal,VIP,456 Elm Avenue,35,450,15750,12/20/2025,8/10/2025
663,outdoor gear,MegaDrive X10,Acme,Venmo,premium,456 Elm Avenue,60,102,6120,12/8/2025,9/19/2025
664,electronics,GigaMaster 100,Silverstone,Venmo,VIP,789 Oak Lane,57,86,4902,5/30/2025,7/17/2025
665,clothing,GigaMax Pro,Thunderbolt,PayPal,VIP,789 Oak Lane,35,352,12320,5/14/2025,8/18/2025
666,office supplies,PowerGadget 500,Evergreen,PayPal,premium,123 Main Street,97,304,29488,8/26/2025,8/29/2025
667,electronics,MegaDrive X10,Thunderbolt,Venmo,VIP,456 Elm Avenue,76,364,27664,3/28/2026,9/28/2025
668,outdoor gear,GigaMaster 100,Evergreen,credit card,VIP,123 Main Street,6,491,2946,5/14/2025,8/20/2025
669,sports equipment,SuperNova X,Starlight,PayPal,premium,789 Oak Lane,93,329,30597,10/24/2025,11/5/2025
670,home decor,HyperDrive 500,Starlight,Venmo,VIP,123 Main Street,31,130,4030,9/15/2025,12/30/2025
671,electronics,PowerMax Pro,Silverstone,PayPal,basic,456 Elm Avenue,86,230,19780,6/29/2025,8/22/2025
672,office supplies,UltraForce 2000,Thunderbolt,credit card,premium,789 Oak Lane,86,175,15050,4/23/2026,11/10/2025
673,clothing,GigaMax Pro,Starlight,Venmo,basic,789 Oak Lane,79,138,10902,12/8/2025,2/28/2026
674,beauty products,SuperSpeed X,Evergreen,PayPal,premium,456 Elm Avenue,21,383,8043,5/3/2026,6/15/2025
675,electronics,MegaTech Pro,Acme,Venmo,VIP,123 Main Street,95,150,14250,7/6/2025,8/27/2025
676,beauty products,GigaMax Pro,Acme,Venmo,VIP,456 Elm Avenue,8,315,2520,10/12/2025,8/4/2025
677,home decor,PowerTech 200,Thunderbolt,PayPal,VIP,456 Elm Avenue,31,129,3999,12/7/2025,1/7/2026
678,sports equipment,PowerTech 200,Thunderbolt,Venmo,basic,123 Main Street,5,217,1085,10/8/2025,3/19/2026
679,beauty products,GigaForce 9000,Acme,Venmo,premium,789 Oak Lane,92,198,18216,4/24/2026,10/29/2025
680,kitchen appliances,TechNova Pro,Thunderbolt,Venmo,premium,789 Oak Lane,76,422,32072,1/29/2026,4/26/2026
681,kitchen appliances,HyperDrive 500,Starlight,PayPal,basic,123 Main Street,50,315,15750,3/24/2026,4/11/2026
682,pet supplies,UltraForce 2000,Starlight,credit card,basic,456 Elm Avenue,30,418,12540,7/3/2025,9/4/2025
683,clothing,TechMaster 3000,Acme,credit card,basic,456 Elm Avenue,13,474,6162,2/5/2026,5/11/2026
684,toys,GigaMax Pro,Starlight,PayPal,VIP,789 Oak Lane,88,143,12584,6/23/2025,3/5/2026
685,office supplies,UltimaTech 5000,Silverstone,Venmo,basic,123 Main Street,13,302,3926,4/8/2026,1/1/2026
686,home decor,GigaMaster 100,Acme,credit card,VIP,789 Oak Lane,98,11,1078,9/23/2025,12/29/2025
687,electronics,UltimaTech 5000,Starlight,PayPal,basic,123 Main Street,62,460,28520,6/26/2025,12/3/2025
688,office supplies,PowerGadget 500,Thunderbolt,Venmo,premium,789 Oak Lane,100,250,25000,7/16/2025,3/26/2026
689,toys,UltraForce 2000,Starlight,PayPal,VIP,456 Elm Avenue,98,438,42924,1/26/2026,1/8/2026
690,pet supplies,PowerMax Pro,Silverstone,PayPal,premium,789 Oak Lane,32,277,8864,12/11/2025,7/3/2025
691,toys,GigaMaster 100,Acme,Venmo,premium,456 Elm Avenue,73,157,11461,10/8/2025,4/23/2026
692,toys,UltimaTech 5000,Silverstone,Venmo,VIP,789 Oak Lane,2,427,854,1/31/2026,2/14/2026
693,clothing,MegaTech Pro,Evergreen,PayPal,basic,123 Main Street,32,378,12096,3/2/2026,3/19/2026
694,electronics,PowerTech 200,Silverstone,PayPal,basic,123 Main Street,83,259,21497,6/21/2025,12/12/2025
695,office supplies,TechMaster 3000,Starlight,PayPal,basic,456 Elm Avenue,34,430,14620,1/9/2026,4/11/2026
696,outdoor gear,UltraGadget X,Thunderbolt,Venmo,premium,123 Main Street,72,385,27720,10/26/2025,6/30/2025
697,beauty products,UltraGadget X,Evergreen,credit card,VIP,123 Main Street,14,270,3780,10/22/2025,2/26/2026
