order_id,customer_id,customer_age,city,subscription_type,meal_type,num_of_meals,delivery_date,delivery_time,order_amount,delivery_status,payment_method,prep_time_minutes,customer_rating
525,4933,35,Banjar Petak,premium,breakfast,3,12/22/2025,6:56 AM,741,in transit,Venmo,48,5
526,4867,37,Besuk Selatan,gold,snack,8,2/3/2026,4:48 AM,2432,in transit,credit card,27,4
527,9324,29,Chistopol’,gold,snack,10,10/17/2025,5:59 PM,2350,in transit,credit card,48,5
528,3239,34,Yaodu,basic,snack,1,5/23/2025,10:27 AM,392,delivered,credit card,58,1
529,4753,31,Cipadung Timur,basic,snack,6,5/4/2025,1:09 AM,1620,delivered,credit card,60,3
530,6344,36,Al Qurḩ,premium,breakfast,6,5/15/2025,4:25 AM,1452,in transit,Venmo,32,2
531,4306,46,Laojie,basic,snack,6,9/30/2025,7:50 PM,2910,delivered,credit card,44,2
532,8179,59,Injīl,basic,lunch,10,10/15/2025,2:28 PM,2000,out for delivery,Venmo,53,5
533,4472,63,Stepnogorsk,gold,snack,4,12/6/2025,8:02 PM,836,out for delivery,credit card,32,1
534,8555,78,Den Haag,basic,dinner,1,7/20/2025,3:59 AM,398,in transit,credit card,50,4
535,9776,21,Bariri,premium,snack,3,9/16/2025,4:52 AM,1365,out for delivery,credit card,36,4
536,6891,42,Guanghou,basic,breakfast,3,8/15/2025,11:30 PM,783,out for delivery,PayPal,10,2
537,5147,32,Petrovskaya,basic,breakfast,3,5/24/2025,10:31 PM,1005,in transit,PayPal,59,5
538,9393,46,Borisovka,gold,dinner,1,1/6/2026,7:03 AM,420,in transit,Venmo,28,4
539,5102,34,Aqtöbe,basic,snack,6,12/21/2025,8:40 PM,2736,in transit,Venmo,26,5
540,1794,43,Ostrožská Lhota,basic,dinner,6,12/21/2025,5:13 PM,1950,delivered,PayPal,32,1
541,3412,34,Washington,premium,snack,6,8/25/2025,3:23 AM,1284,out for delivery,Venmo,48,5
542,8338,43,Yumendong,basic,breakfast,8,2/25/2026,8:17 PM,1832,in transit,Venmo,46,4
543,1796,40,Yangfang,gold,lunch,4,6/12/2025,3:23 AM,884,delivered,credit card,54,5
544,8284,66,Przemków,premium,snack,9,11/30/2025,9:17 AM,1962,delivered,credit card,53,3
545,9302,66,Oslo,basic,snack,6,7/22/2025,6:31 AM,1716,delivered,credit card,48,3
546,7047,23,Banjaranyar,basic,dinner,4,9/28/2025,9:07 PM,1544,delivered,Venmo,13,3
547,5180,66,Santo Domingo,premium,lunch,9,12/26/2025,7:58 PM,2088,in transit,credit card,19,3
548,2496,23,Neryungri,gold,breakfast,3,9/25/2025,2:06 PM,1449,delivered,Venmo,22,2
549,3315,76,Planeta Rica,gold,breakfast,5,12/14/2025,9:20 PM,1090,out for delivery,PayPal,58,1
550,8273,31,Cama Juan,gold,lunch,4,8/24/2025,1:44 AM,1732,out for delivery,PayPal,21,3
551,1625,65,Tejakalapa,premium,dinner,1,10/28/2025,9:25 PM,288,out for delivery,PayPal,23,1
552,8188,67,Xinfeng,gold,lunch,6,4/22/2026,6:17 PM,1854,delivered,PayPal,45,2
553,3264,67,Tanabe,premium,breakfast,10,2/13/2026,4:50 AM,3340,delivered,PayPal,15,2
554,5801,70,Muye,basic,dinner,1,2/24/2026,3:06 PM,343,in transit,PayPal,20,3
555,6782,42,Savigny-le-Temple,premium,snack,2,4/24/2026,11:47 PM,540,in transit,PayPal,47,3
556,4170,19,Jiaqu,premium,snack,7,10/5/2025,10:42 PM,2625,delivered,PayPal,60,1
557,4348,75,Auas,premium,snack,2,4/27/2026,8:20 AM,858,in transit,PayPal,47,4
558,7684,75,West Hartford,gold,dinner,2,2/9/2026,3:26 AM,478,delivered,credit card,33,3
559,3696,57,Yangba,premium,snack,7,1/29/2026,11:04 PM,2275,delivered,PayPal,18,2
560,4722,45,Gorelki,basic,dinner,4,1/14/2026,6:10 AM,1008,in transit,PayPal,23,5
561,1895,31,Conchucos,basic,lunch,5,6/29/2025,12:03 PM,2065,out for delivery,credit card,43,3
562,7651,60,Capela,gold,dinner,1,4/9/2026,4:09 AM,291,out for delivery,PayPal,48,1
563,8028,31,Czerwieńsk,gold,dinner,7,8/20/2025,9:00 PM,2450,delivered,credit card,34,3
564,8215,24,Gaoyang,basic,lunch,7,8/13/2025,6:53 AM,3381,out for delivery,credit card,23,5
565,3472,39,Sinegorskiy,basic,lunch,6,9/1/2025,7:31 AM,2346,in transit,PayPal,58,2
566,5827,49,Horad Smalyavichy,gold,breakfast,7,2/18/2026,11:16 PM,3304,in transit,credit card,37,1
567,1460,49,Kyzylorda,premium,snack,1,3/17/2026,5:52 PM,352,in transit,Venmo,50,1
568,8824,46,Czemierniki,basic,breakfast,4,3/18/2026,1:33 PM,980,delivered,credit card,60,3
569,5876,59,Nagbalaye,basic,lunch,10,5/20/2025,11:00 AM,3620,in transit,PayPal,46,4
570,9128,72,Uarini,basic,lunch,9,6/24/2025,2:07 PM,3618,in transit,PayPal,21,1
571,1870,72,Jiangluo,premium,snack,5,11/7/2025,2:50 AM,1395,in transit,credit card,12,2
572,6330,76,Tanumshede,gold,breakfast,5,12/21/2025,3:04 AM,1900,out for delivery,Venmo,37,3
573,1805,42,Uhlove,gold,snack,4,4/26/2026,6:19 AM,1696,out for delivery,Venmo,28,3
574,1366,58,Tambo,basic,snack,7,7/24/2025,2:21 AM,2590,in transit,Venmo,10,4
575,7442,41,Sơn Hà,basic,snack,9,4/2/2026,12:48 AM,3267,out for delivery,PayPal,42,4
576,8057,71,Gračanica,gold,dinner,9,6/27/2025,12:39 PM,3267,out for delivery,PayPal,40,3
577,6024,31,Girsereng,premium,dinner,6,12/4/2025,11:43 AM,2436,out for delivery,PayPal,56,4
578,5763,71,San Bernardino,basic,snack,5,6/5/2025,10:55 PM,1880,delivered,Venmo,32,4
579,1553,63,Iperó,gold,snack,4,9/12/2025,2:02 PM,964,delivered,Venmo,54,5
580,8662,38,Castelsarrasin,premium,lunch,7,3/3/2026,12:04 AM,2940,in transit,credit card,14,2
581,2187,29,Natakoli,basic,dinner,2,5/30/2025,11:08 PM,882,in transit,PayPal,30,5
582,5900,71,Busia,premium,lunch,1,5/28/2025,9:04 AM,268,out for delivery,Venmo,42,4
583,2367,33,Stuttgart Stuttgart-Mitte,premium,snack,5,10/1/2025,9:27 AM,1495,out for delivery,PayPal,31,2
584,3549,76,Borbon,premium,lunch,8,7/19/2025,5:30 PM,2800,delivered,credit card,56,2
585,9340,24,Piława Górna,gold,breakfast,3,4/23/2026,12:27 AM,1284,in transit,Venmo,34,1
586,8266,68,Galván,basic,breakfast,9,10/26/2025,9:01 PM,3132,out for delivery,PayPal,31,2
587,6976,26,Cuenca,gold,breakfast,10,7/28/2025,4:02 PM,2810,out for delivery,Venmo,11,5
588,7556,49,Iguig,premium,breakfast,8,1/15/2026,2:13 AM,3128,delivered,PayPal,18,1
589,2598,72,Verblyany,premium,breakfast,2,2/15/2026,8:40 PM,944,out for delivery,credit card,44,3
590,6377,76,Kalininskiy,basic,snack,8,5/22/2025,6:09 AM,2112,out for delivery,credit card,60,3
591,3775,34,Clermont-Ferrand,gold,dinner,10,10/21/2025,8:35 AM,3390,in transit,PayPal,16,3
592,9572,74,Jawa,premium,breakfast,8,7/24/2025,8:38 AM,2808,in transit,credit card,21,5
593,1319,51,Tokmok,basic,breakfast,6,8/16/2025,4:46 PM,2658,in transit,credit card,41,1
594,1952,28,Bělá pod Bezdězem,premium,lunch,10,8/14/2025,1:53 AM,4160,delivered,Venmo,54,3
595,2851,73,Batuan,gold,dinner,7,12/8/2025,1:27 PM,2520,delivered,Venmo,37,3
596,4719,43,Kudus,basic,snack,8,3/5/2026,6:51 PM,1648,out for delivery,Venmo,27,2
597,2590,78,Banī Zayd,premium,breakfast,5,12/21/2025,4:30 AM,2210,delivered,credit card,51,4
598,3925,78,Santa Cruz do Rio Pardo,gold,lunch,9,11/12/2025,12:36 PM,3771,out for delivery,credit card,60,1
599,5331,47,Zhovkva,basic,lunch,1,4/19/2026,10:32 PM,208,in transit,PayPal,36,1
600,5501,55,Vólos,basic,dinner,3,5/15/2025,3:04 AM,648,in transit,credit card,11,2
601,9162,30,Yong’an,basic,lunch,6,8/8/2025,1:01 AM,1260,delivered,credit card,19,2
602,8035,50,Mugi,premium,dinner,8,10/15/2025,1:22 AM,2464,in transit,PayPal,51,4
603,9423,77,Zharkent,gold,breakfast,2,7/11/2025,5:35 AM,792,in transit,PayPal,37,1
604,8307,80,Shiḩan as Suflá,basic,breakfast,10,2/27/2026,8:00 PM,3820,in transit,Venmo,50,4
605,9056,22,Ccatca,premium,dinner,3,11/30/2025,4:42 PM,1173,out for delivery,PayPal,25,5
606,5364,52,Kunashak,premium,dinner,8,6/28/2025,6:03 AM,3000,in transit,credit card,19,3
607,5807,50,Skotoússa,premium,lunch,2,11/25/2025,2:23 PM,910,in transit,Venmo,11,3
608,4673,80,Nizhniy Chir,gold,breakfast,6,3/19/2026,6:27 PM,2988,in transit,credit card,26,2
609,8611,34,Tirana,premium,snack,7,9/2/2025,4:04 AM,3108,out for delivery,Venmo,16,1
610,9513,32,Miharu,basic,lunch,9,5/30/2025,6:44 AM,2115,out for delivery,credit card,30,5
611,1285,38,Hyltebruk,gold,lunch,9,1/5/2026,2:42 PM,3600,in transit,PayPal,45,1
612,5201,61,Banaran,basic,dinner,1,6/21/2025,7:56 AM,364,in transit,PayPal,26,2
613,5210,51,Kurchaloy,gold,lunch,2,5/4/2025,1:33 AM,908,out for delivery,PayPal,26,1
614,2052,36,Melaka,gold,snack,5,7/1/2025,4:00 PM,1210,out for delivery,PayPal,40,4
615,6970,60,Sikonge,basic,breakfast,7,2/21/2026,10:04 AM,3003,delivered,credit card,30,1
616,1470,54,Amiens,basic,breakfast,6,6/13/2025,11:46 PM,1524,in transit,credit card,26,4
617,8089,46,Kasserine,premium,lunch,4,12/27/2025,9:41 PM,1580,out for delivery,PayPal,35,3
618,3915,70,Masvingo,gold,dinner,8,4/9/2026,7:10 PM,1864,in transit,Venmo,37,1
619,4592,47,Fuwen,gold,dinner,7,5/19/2025,1:42 PM,2457,in transit,credit card,11,2
620,9614,58,Sydney,premium,breakfast,6,10/12/2025,6:25 PM,2790,out for delivery,Venmo,17,2
621,5145,65,Xinhe,premium,breakfast,1,2/7/2026,1:12 AM,262,delivered,PayPal,10,2
622,1669,74,Rayong,basic,snack,10,1/26/2026,2:13 PM,2570,out for delivery,credit card,26,4
623,1176,26,Maruoka,basic,lunch,10,9/23/2025,12:57 AM,2470,delivered,credit card,35,3
624,2968,69,Chambishi,gold,lunch,3,3/8/2026,1:24 AM,1041,out for delivery,Venmo,20,1
625,2039,26,Pledo,basic,lunch,8,10/21/2025,7:05 AM,3728,out for delivery,Venmo,53,4
626,6441,54,Mulan,basic,lunch,2,12/17/2025,8:24 AM,648,delivered,credit card,50,2
627,2210,18,Bahaodi,basic,breakfast,5,11/27/2025,2:00 PM,1085,delivered,Venmo,26,5
628,5503,51,Seroa,premium,dinner,9,1/4/2026,10:47 AM,3960,delivered,Venmo,14,4
629,1847,75,Paris 20,basic,breakfast,10,3/17/2026,4:09 AM,4210,in transit,Venmo,40,2
630,9044,22,Ondo,gold,breakfast,9,2/20/2026,11:32 AM,3357,delivered,credit card,41,5
631,1729,57,Jiujie,premium,snack,9,1/3/2026,12:41 PM,2016,out for delivery,credit card,41,3
632,7274,64,Outeiro,basic,breakfast,1,6/22/2025,10:11 AM,257,delivered,PayPal,16,3
633,6372,34,Toba,basic,dinner,7,11/10/2025,4:41 AM,2401,out for delivery,Venmo,25,5
634,9693,32,Sumberrejo,gold,breakfast,8,10/12/2025,12:47 PM,3736,delivered,Venmo,36,2
635,5224,49,Kävlinge,basic,lunch,6,9/26/2025,4:34 PM,2502,out for delivery,Venmo,25,4
636,6557,46,Noşratābād,basic,breakfast,7,10/15/2025,9:05 PM,2660,in transit,credit card,53,4
637,1844,57,Ciego de Ávila,premium,snack,4,8/8/2025,6:46 AM,1064,out for delivery,Venmo,56,5
638,5652,49,Honglong,premium,snack,5,8/27/2025,5:30 AM,1675,delivered,PayPal,45,3
639,5721,69,Yaqian,basic,lunch,8,7/5/2025,2:41 AM,1944,out for delivery,credit card,39,1
640,4408,18,Pailou,premium,snack,4,3/26/2026,7:24 PM,1540,in transit,PayPal,37,1
641,8727,20,Brezovica,premium,dinner,6,8/1/2025,2:20 AM,2586,out for delivery,PayPal,43,4
642,4770,52,Lushan,premium,lunch,8,6/16/2025,9:00 PM,2152,in transit,Venmo,54,5
643,4318,43,Far‘ūn,basic,dinner,2,4/6/2026,10:25 PM,592,out for delivery,PayPal,34,1
644,7563,30,Borgo Maggiore,premium,lunch,8,5/4/2025,10:49 PM,2912,delivered,Venmo,30,2
645,9338,30,Jagodnjak,basic,lunch,5,5/1/2025,7:53 PM,1800,in transit,Venmo,16,3
646,6009,43,Kraskino,basic,snack,9,3/6/2026,4:46 PM,2124,out for delivery,PayPal,39,2
647,6008,31,Culacling,gold,breakfast,6,4/24/2026,6:05 AM,1944,out for delivery,credit card,48,4
648,2678,56,Nganane,basic,dinner,4,11/9/2025,1:45 AM,1684,delivered,Venmo,45,4
649,8345,20,Pryvol’ny,gold,breakfast,9,4/17/2026,4:44 AM,3555,in transit,credit card,33,1
650,5851,33,Owando,premium,lunch,5,7/24/2025,8:17 AM,1905,out for delivery,credit card,52,1
651,3680,32,Cortiços,basic,dinner,10,3/26/2026,4:06 PM,2010,in transit,Venmo,15,3
652,4097,42,Chervonohryhorivka,basic,breakfast,7,5/7/2025,7:57 PM,3003,in transit,Venmo,44,2
653,9730,75,Lishan,premium,breakfast,3,3/9/2026,6:06 AM,1146,delivered,Venmo,25,5
654,9246,59,Ovacik,basic,breakfast,7,9/14/2025,12:52 AM,2590,out for delivery,Venmo,42,1
655,2568,50,Zhangting,basic,breakfast,9,11/13/2025,9:35 AM,4005,delivered,Venmo,22,5
656,5422,70,Hetou,gold,snack,6,1/21/2026,6:53 PM,2238,delivered,Venmo,50,4
657,6052,51,Mölndal,premium,breakfast,7,8/28/2025,4:51 PM,1967,out for delivery,Venmo,16,5
658,6425,80,Lons-le-Saunier,gold,lunch,6,1/31/2026,8:27 PM,1368,out for delivery,Venmo,57,4
659,6315,39,Balengbeng,basic,dinner,8,2/9/2026,3:08 PM,2336,delivered,credit card,22,5
660,7165,64,Krmelín,premium,breakfast,5,7/4/2025,1:30 AM,2205,in transit,PayPal,34,5
661,7435,45,Marinhais,gold,breakfast,9,5/9/2025,4:14 PM,3321,out for delivery,Venmo,46,1
662,3673,21,Mevo horon,gold,breakfast,7,7/31/2025,12:00 PM,2786,in transit,Venmo,39,4
663,7156,66,Ílion,premium,snack,5,9/9/2025,8:03 AM,2365,delivered,credit card,13,4
664,3431,77,Xiaowuzhan,basic,breakfast,10,2/20/2026,5:24 PM,3880,in transit,PayPal,59,2
665,9522,35,Mambusao,gold,lunch,8,9/6/2025,2:39 AM,3368,out for delivery,Venmo,15,3
666,8390,41,Ohrid,gold,snack,3,8/28/2025,11:10 PM,1239,delivered,PayPal,42,1
667,7288,42,Umeå,gold,snack,5,8/9/2025,2:43 PM,1795,out for delivery,PayPal,51,4
668,5156,70,Ranambeling,basic,dinner,5,12/1/2025,10:36 PM,1825,in transit,PayPal,19,2
669,7154,39,Paris La Défense,premium,lunch,8,11/11/2025,1:04 AM,1928,delivered,Venmo,18,4
670,9665,58,Hamburg,premium,snack,6,1/23/2026,10:04 AM,1680,delivered,Venmo,24,2
671,8468,67,Choujiang,gold,breakfast,7,5/23/2025,8:38 PM,2289,in transit,credit card,20,2
672,6262,43,Xihe,premium,lunch,1,1/4/2026,10:12 AM,214,out for delivery,PayPal,33,2
673,6686,42,Cikadu,premium,lunch,1,8/23/2025,3:54 PM,499,in transit,Venmo,23,4
674,6570,28,Albi,premium,breakfast,7,4/12/2026,2:39 AM,1463,delivered,Venmo,48,3
675,8517,65,Nuing,basic,snack,6,12/27/2025,12:10 PM,1848,in transit,credit card,10,3
676,1341,45,Södertälje,premium,snack,7,9/1/2025,8:03 AM,1715,out for delivery,Venmo,53,1
677,1644,31,Vegreville,premium,breakfast,7,6/21/2025,6:01 AM,1575,out for delivery,PayPal,32,4
678,6755,61,Kalianyar Selatan,gold,lunch,9,11/28/2025,7:14 AM,3141,out for delivery,PayPal,53,4
679,7076,36,Yiwa,basic,lunch,10,7/1/2025,1:31 AM,2950,out for delivery,Venmo,30,1
680,9458,66,Puolanka,basic,breakfast,6,4/20/2026,9:12 AM,1800,in transit,Venmo,36,4
681,6209,21,Pakenjeng,basic,breakfast,7,2/24/2026,4:31 PM,2702,delivered,Venmo,24,5
682,5373,26,Dongshui,gold,lunch,2,8/12/2025,9:31 PM,438,out for delivery,credit card,14,5
683,2445,71,Vetlanda,gold,lunch,1,3/18/2026,9:57 PM,233,out for delivery,Venmo,17,5
684,1263,51,Baisha,gold,breakfast,4,1/26/2026,7:35 AM,1488,in transit,Venmo,46,1
685,9586,61,Horní Počaply,basic,snack,5,11/1/2025,8:40 PM,1730,delivered,credit card,55,3
686,2737,71,Tyler,premium,lunch,6,2/11/2026,10:22 AM,1224,out for delivery,PayPal,52,5
687,3517,63,Chichibu,gold,snack,1,6/23/2025,2:02 PM,399,delivered,Venmo,42,1
688,2476,77,Putrajaya,premium,snack,9,6/30/2025,7:14 PM,2538,in transit,credit card,32,2
689,5440,75,Dabancheng,gold,lunch,8,1/10/2026,4:41 AM,3432,in transit,credit card,22,5
690,3382,30,Łobżenica,premium,breakfast,9,5/10/2025,4:20 AM,2448,out for delivery,Venmo,11,5
691,8130,19,Góra Kalwaria,premium,breakfast,5,9/4/2025,5:01 AM,2310,in transit,Venmo,38,4
692,1691,65,Jönköping,premium,dinner,2,5/20/2025,10:14 PM,428,out for delivery,PayPal,22,5
693,6143,41,Randfontein,gold,dinner,3,4/11/2026,12:54 AM,1398,out for delivery,credit card,59,3
694,9019,70,Ngembak,basic,breakfast,4,2/3/2026,1:06 PM,1636,delivered,Venmo,10,2
695,9372,76,Ýdra,premium,dinner,10,9/11/2025,8:49 PM,4440,in transit,Venmo,17,3
696,1428,48,Pan de Azúcar,premium,dinner,2,5/4/2025,4:49 AM,618,in transit,PayPal,14,3
697,2372,65,Lenešice,basic,dinner,9,1/14/2026,5:52 PM,3825,in transit,credit card,39,4
698,5821,65,Sebina,basic,lunch,5,11/11/2025,4:02 AM,1190,in transit,Venmo,55,2
699,2969,79,Liushutun,premium,dinner,1,5/25/2025,12:26 AM,218,out for delivery,PayPal,10,2
700,1754,68,Chang’an,premium,breakfast,1,4/21/2026,3:51 PM,270,delivered,credit card,36,4
701,4862,32,Novoanninskiy,basic,breakfast,4,1/7/2026,5:50 AM,1956,out for delivery,Venmo,10,2
702,3112,39,Pahārpur,gold,dinner,7,5/12/2025,6:46 AM,2975,in transit,PayPal,28,5
703,2467,50,Bom Conselho,premium,lunch,7,12/11/2025,8:46 PM,1449,in transit,PayPal,31,5
704,2808,47,Chandmanĭ,basic,dinner,4,2/21/2026,11:40 AM,832,in transit,credit card,49,2
705,2338,79,Popovice,gold,dinner,5,7/12/2025,11:21 AM,2205,delivered,Venmo,36,4
706,2707,53,Xinjian,gold,breakfast,10,4/12/2026,9:18 AM,4640,out for delivery,credit card,30,4
707,6636,69,Jinping,basic,lunch,9,8/16/2025,3:08 PM,4401,delivered,Venmo,49,5
708,9383,76,Omīdcheh,gold,snack,7,11/24/2025,9:47 PM,2142,out for delivery,PayPal,32,5
709,9044,60,Orahovac,premium,dinner,9,8/6/2025,5:34 PM,3888,out for delivery,PayPal,51,1
710,8678,46,Xuguang,basic,snack,8,1/6/2026,1:28 AM,3288,delivered,PayPal,28,2
711,8198,30,Geghanist,gold,lunch,7,12/17/2025,2:50 AM,2688,out for delivery,PayPal,41,3
712,9016,52,Borowno,basic,lunch,5,1/16/2026,4:10 PM,1365,delivered,Venmo,50,1
713,9498,39,Ban Na Muang,basic,lunch,7,11/29/2025,5:25 PM,2394,out for delivery,PayPal,33,4
714,2014,33,Nowa Dęba,basic,lunch,7,8/2/2025,6:54 AM,1890,out for delivery,Venmo,38,4
715,7696,73,Viekšniai,gold,lunch,7,3/12/2026,6:46 AM,3423,out for delivery,credit card,59,2
716,9137,22,Clifden,premium,dinner,2,1/13/2026,6:47 PM,664,delivered,credit card,40,4
717,8695,53,Hujiaying,gold,dinner,7,5/6/2025,12:13 PM,3143,delivered,credit card,43,2
718,5914,67,Cordon,basic,dinner,9,2/5/2026,10:51 AM,3087,in transit,PayPal,52,3
719,7668,39,Zaria,basic,snack,9,10/4/2025,2:14 AM,4131,in transit,Venmo,10,5
720,8583,70,Iporá,basic,snack,5,11/4/2025,1:54 AM,2470,in transit,Venmo,49,3
721,4116,54,Lianxia,premium,breakfast,8,1/11/2026,11:35 PM,3096,delivered,PayPal,42,5
722,4770,47,Eustaquio Lopez,gold,lunch,6,10/17/2025,9:27 AM,1260,delivered,credit card,36,1
723,1752,25,Washington,gold,lunch,6,9/27/2025,5:55 PM,1560,delivered,PayPal,10,2
724,8813,48,Jaleswar,basic,breakfast,4,7/10/2025,12:53 AM,1380,in transit,credit card,54,1
725,9680,28,Ozerne,gold,snack,8,4/17/2026,4:11 PM,1648,out for delivery,credit card,57,1
726,4141,42,Alegria,gold,snack,6,10/13/2025,11:06 PM,2730,out for delivery,Venmo,35,3
727,9639,65,Kozova,basic,snack,4,7/22/2025,10:16 PM,1848,out for delivery,credit card,41,1
728,9679,26,Tétouan,premium,lunch,4,5/25/2025,3:04 PM,1684,in transit,credit card,27,3
729,6519,75,Bongbong,gold,lunch,7,7/9/2025,8:07 AM,2667,out for delivery,credit card,26,2
730,1834,43,Bolotnoye,basic,snack,4,12/8/2025,6:40 PM,1160,out for delivery,credit card,16,3
731,6089,52,Piekielnik,basic,breakfast,4,10/20/2025,2:01 PM,1844,delivered,PayPal,32,2
732,4044,34,Zhizhong,basic,dinner,5,7/18/2025,1:41 PM,2320,out for delivery,Venmo,35,1
733,1955,32,Nisporeni,basic,lunch,8,11/19/2025,5:31 PM,1792,out for delivery,credit card,14,4
734,8714,32,Kuanda,gold,snack,4,4/2/2026,5:23 PM,1400,in transit,Venmo,16,2
735,5584,48,Vale de São Cosme,premium,snack,5,6/7/2025,12:06 AM,2215,out for delivery,PayPal,41,5
736,3550,32,Pivka,premium,snack,7,12/2/2025,3:28 PM,1890,in transit,PayPal,12,5
737,2771,68,Yonghe,basic,snack,7,2/17/2026,10:57 AM,2555,out for delivery,credit card,38,4
738,8327,80,Duancun,gold,breakfast,6,7/27/2025,3:22 AM,2328,delivered,PayPal,37,3
739,2100,46,General Luna,gold,breakfast,3,1/20/2026,7:02 PM,867,in transit,PayPal,29,3
740,2591,80,Lidong,premium,breakfast,5,3/17/2026,1:42 AM,1350,delivered,credit card,42,2
741,4496,49,Maji,basic,snack,2,12/8/2025,2:08 PM,866,out for delivery,PayPal,23,1
742,2626,41,Vinsady,premium,dinner,2,6/1/2025,2:19 AM,794,out for delivery,Venmo,33,4
743,6846,23,Shijiang,basic,snack,6,3/23/2026,4:22 AM,2262,out for delivery,PayPal,57,1
744,3961,43,Guintubhan,gold,dinner,2,6/2/2025,3:26 PM,752,out for delivery,Venmo,38,3
745,5447,64,Wręczyca Wielka,gold,dinner,6,4/10/2026,9:17 PM,2352,in transit,Venmo,15,4
746,6220,27,Xuedian,gold,lunch,10,6/18/2025,2:36 AM,2270,delivered,credit card,59,4
747,1605,34,Samagaltay,premium,dinner,4,3/21/2026,12:36 AM,1516,in transit,Venmo,56,2
748,7586,61,Krajan Jabungcandi,basic,snack,6,8/31/2025,7:00 AM,2964,in transit,credit card,27,3
749,8091,71,Chaihe,gold,lunch,1,7/29/2025,7:45 PM,220,delivered,credit card,11,1
750,5626,21,Tipaz,basic,breakfast,9,10/11/2025,8:44 PM,3330,in transit,Venmo,54,1
751,6826,55,Bronx,premium,snack,4,9/14/2025,9:53 PM,1060,delivered,PayPal,22,3
752,1797,34,Duzhou,premium,breakfast,5,12/3/2025,1:06 PM,1070,delivered,Venmo,40,3
753,2322,40,Pingshi,premium,dinner,4,7/9/2025,11:14 PM,1816,delivered,credit card,15,2
754,3017,80,Borūjerd,basic,dinner,6,9/19/2025,8:39 AM,2346,out for delivery,PayPal,38,4
755,4464,49,Pingle,basic,snack,2,9/22/2025,9:20 AM,624,in transit,Venmo,38,3
756,1610,56,Arroteia,basic,snack,2,11/14/2025,7:42 PM,766,delivered,credit card,46,5
757,2190,72,Imbang,basic,snack,5,8/9/2025,9:57 PM,1430,out for delivery,PayPal,55,4
758,8705,33,Culacling,basic,snack,5,9/5/2025,8:43 PM,1710,in transit,Venmo,51,3
759,6892,19,Ricardo Palma,gold,lunch,6,6/7/2025,3:20 AM,2982,out for delivery,Venmo,14,1
760,4462,31,Tahara,premium,breakfast,6,10/4/2025,1:13 PM,2214,delivered,PayPal,41,3
761,2916,28,Redinha,basic,snack,7,6/26/2025,3:02 PM,1701,out for delivery,Venmo,17,2
762,7836,71,Cabedelo,gold,dinner,3,4/17/2026,9:05 PM,918,in transit,credit card,57,2
763,9060,29,Zastávka,basic,breakfast,10,8/26/2025,3:40 AM,4690,delivered,Venmo,32,2
764,8230,35,Liuliping,basic,breakfast,6,2/16/2026,9:11 PM,2922,out for delivery,Venmo,37,5
765,7041,46,Muzhijie,basic,snack,3,6/19/2025,10:40 AM,687,out for delivery,PayPal,19,2
766,9257,36,Tegalbuleud,premium,breakfast,10,5/23/2025,6:18 AM,3700,out for delivery,credit card,27,1
767,9618,25,L'viv,premium,lunch,5,4/30/2025,3:57 PM,1330,out for delivery,Venmo,33,5
768,2017,50,Vera,premium,lunch,9,2/20/2026,3:06 PM,2529,delivered,credit card,53,2
769,6269,60,Qarah Bāgh,basic,snack,6,10/12/2025,6:34 AM,2568,delivered,Venmo,58,4
770,2552,60,Tomakomai,premium,lunch,2,10/28/2025,12:27 AM,750,delivered,PayPal,34,2
771,5168,66,Kasreman Wetan,basic,lunch,2,2/1/2026,10:27 PM,564,in transit,PayPal,13,4
772,5875,42,Hangwula,premium,lunch,9,12/13/2025,3:18 PM,3834,delivered,Venmo,54,1
773,1512,76,Tamiso,premium,lunch,7,1/1/2026,3:07 PM,3073,delivered,credit card,11,2
774,7558,52,Si Mahosot,gold,lunch,1,8/8/2025,9:21 AM,494,in transit,Venmo,59,1
775,5528,62,Zhanjiang,premium,dinner,8,12/12/2025,1:48 PM,1664,out for delivery,credit card,58,1
776,6660,29,Amersfoort,premium,breakfast,3,8/21/2025,6:26 PM,648,delivered,PayPal,30,3
777,7907,80,Nagaracinta,gold,dinner,3,5/1/2025,12:10 AM,894,in transit,Venmo,35,1
778,8582,31,Petrivka,basic,snack,1,3/13/2026,4:36 PM,423,in transit,credit card,52,1
779,7765,37,Huochezhan,gold,lunch,6,1/13/2026,12:01 PM,2094,in transit,credit card,20,1
780,4010,39,Corcuera,gold,lunch,4,1/25/2026,7:32 PM,1292,in transit,PayPal,11,4
781,2150,75,Outeiro,gold,lunch,5,9/30/2025,12:17 PM,1280,delivered,PayPal,28,4
782,7504,69,Svoboda nad Úpou,premium,breakfast,7,10/2/2025,10:15 PM,2772,out for delivery,Venmo,38,3
783,5772,31,Compiègne,gold,lunch,7,10/21/2025,2:36 AM,2772,out for delivery,credit card,32,3
784,7993,44,Sudogda,basic,lunch,1,11/6/2025,7:49 PM,360,out for delivery,credit card,53,5
785,4084,48,Kauswagan,basic,breakfast,1,6/24/2025,2:37 PM,276,out for delivery,PayPal,10,5
786,7103,21,Shangde,premium,breakfast,9,5/9/2025,3:14 PM,2925,delivered,PayPal,14,1
787,8304,65,Plato,basic,dinner,10,11/24/2025,3:11 PM,3730,delivered,Venmo,56,3
